date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:36:23	172131/172131	---MCZ	200	added ('OK')	application/json	date:Wed,%2026%20Oct%202022%2012:06:23%20GMT	https://wp.w3layouts.com/iportfolio/wp-json/	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-json/index.html	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:23	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-5aa08826a0600-gzip%22	https://wp.w3layouts.com/iportfolio/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-includes/wlwmanifest.xml	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:23	2466/2466	---MCZ	200	added ('OK')	application/json	date:Wed,%2026%20Oct%202022%2012:06:24%20GMT	https://wp.w3layouts.com/iportfolio/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp.w3layouts.com%2Fiportfolio%2F	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-json/oembed/1.0/embedaf34.json	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:24	61574/61574	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Oct%202022%2010:27:00%20GMT	https://wp.w3layouts.com/iportfolio/	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/index.html	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:24	2537/2537	---M-Z	200	added ('OK')	text/xml	date:Wed,%2026%20Oct%202022%2012:06:25%20GMT	https://wp.w3layouts.com/iportfolio/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp.w3layouts.com%2Fiportfolio%2F&format=xml	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-json/oembed/1.0/embed1085	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:25	93022/93022	---M--	200	added ('OK')	image/png	etag:%2216b5e-5bb969de0d237%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/banner.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/banner.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:25	43266/43266	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Oct%202022%2012:06:25%20GMT	https://wp.w3layouts.com/iportfolio/portfolio-page/	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/portfolio-page/index.html	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:25	70009/70009	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Oct%202022%2012:06:26%20GMT	https://wp.w3layouts.com/iportfolio/single-landing-page/	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/single-landing-page/index.html	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:25	40541/40541	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Oct%202022%2012:06:26%20GMT	https://wp.w3layouts.com/iportfolio/contact-page/	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/contact-page/index.html	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:26	37489/37489	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Oct%202022%2012:06:26%20GMT	https://wp.w3layouts.com/iportfolio/about	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/about.b.delayed	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:26	61178/61178	---MCZ	200	added ('OK')	text/html	date:Wed,%2026%20Oct%202022%2012:06:26%20GMT	https://wp.w3layouts.com/iportfolio/blog-posts/	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/blog-posts/index.html	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:26	61338/61338	---M--	200	added ('OK')	image/jpeg	etag:%22ef9a-5bb969de0d237%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/about.jpg	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/about.jpg	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:26	41790/41790	---M--	200	added ('OK')	image/png	etag:%22a33e-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/skills.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/skills.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:26	5500/5500	---M--	200	added ('OK')	image/png	etag:%22157c-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/file.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/file.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:27	36694/36694	---M--	200	added ('OK')	image/png	etag:%228f56-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/file1.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/file1.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:27	14621/14621	---M--	200	added ('OK')	image/png	etag:%22391d-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/file2.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/file2.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:27	39497/39497	---M--	200	added ('OK')	image/png	etag:%229a49-5bb969de0d237%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/awards.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/awards.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:28	35407/35407	---M--	200	added ('OK')	image/png	etag:%228a4f-5bb969de0d237%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/award.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/award.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:28	23749/23749	---M--	200	added ('OK')	image/png	etag:%225cc5-5bb969de0d237%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/award1.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/award1.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:28	12167/12167	---M--	200	added ('OK')	image/png	etag:%222f87-5bb969de0d237%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/award2.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/award2.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:29	124315/124315	---M--	200	added ('OK')	image/png	etag:%221e59b-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/clients.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/clients.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:29	10555/10555	---M--	200	added ('OK')	image/jpeg	etag:%22293b-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/team1.jpg	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/team1.jpg	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:29	8277/8277	---M--	200	added ('OK')	image/jpeg	etag:%222055-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/team2.jpg	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/team2.jpg	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:29	16704/16704	---M--	200	added ('OK')	image/jpeg	etag:%224140-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/team3.jpg	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/team3.jpg	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:29	16289/16289	---M--	200	added ('OK')	image/jpeg	etag:%223fa1-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/team4.jpg	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/team4.jpg	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
17:36:30	6666/6666	---M--	200	added ('OK')	image/png	etag:%221a0a-5bb969de0e1d7%22	https://wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/client1.png	C:/My%20Web%20Sites/personal-website/wp.w3layouts.com/iportfolio/wp-content/themes/iportfolio/assets/images/client1.png	(from https://wp.w3layouts.com/iportfolio/?_gl=1%2A1q4mnqx%2A_ga%2AMjA1NTQ1NDEyNC4xNjY2NjE4MzM1%2A_ga_EGV5GTJEP5%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..%2A_ga_9HSZ46TKMQ%2AMTY2Njc2ODQ0OC40LjEuMTY2Njc2ODQ4My4wLjAuMA..&_ga=2.218373145.183957411.1666768449-2055454124.1666618335)
